date,station,precipitation
2020-01-01T00:00:00,GHCND:US1CASR0079,0.0
2020-01-01T00:00:00,GHCND:US1CASR0083,0.0
2020-01-01T00:00:00,GHCND:US1CASS0001,0.0
2020-01-01T00:00:00,GHCND:US1CASS0006,0.0
2020-01-01T00:00:00,GHCND:US1CASS0007,0.0
2020-01-01T00:00:00,GHCND:US1CASS0010,0.0
2020-01-01T00:00:00,GHCND:US1CAST0005,0.0
2020-01-01T00:00:00,GHCND:US1CAST0006,0.0
2020-01-01T00:00:00,GHCND:US1CAST0009,0.0
2020-01-01T00:00:00,GHCND:US1CAST0010,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0006,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0021,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0024,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0028,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0036,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0041,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0044,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0050,0.3
2020-01-01T00:00:00,GHCND:US1CASZ0051,0.3
2020-01-01T00:00:00,GHCND:US1CASZ0055,0.0
2020-01-01T00:00:00,GHCND:US1CASZ0057,0.0
2020-01-01T00:00:00,GHCND:US1CATH0005,0.0
2020-01-01T00:00:00,GHCND:US1CATH0010,0.0
2020-01-01T00:00:00,GHCND:US1CATH0012,0.0
2020-01-01T00:00:00,GHCND:US1CATH0018,0.3
2020-01-01T00:00:00,GHCND:US1CATH0019,0.0
2020-01-01T00:00:00,GHCND:US1CATH0028,0.0
2020-01-01T00:00:00,GHCND:US1CATH0029,0.0
2020-01-01T00:00:00,GHCND:US1CATH0030,0.0
2020-01-01T00:00:00,GHCND:US1CATH0051,0.0
2020-01-01T00:00:00,GHCND:US1CATL0005,0.0
2020-01-01T00:00:00,GHCND:US1CATL0011,0.0
2020-01-01T00:00:00,GHCND:US1CATM0005,0.0
2020-01-01T00:00:00,GHCND:US1CATM0007,0.0
2020-01-01T00:00:00,GHCND:US1CATY0026,1.5
2020-01-01T00:00:00,GHCND:US1CATY0028,0.5
